begin	end	'elab.conway.power'	'AMD RAPL PCKG'	'AMD RAPL SINGLE_CORE'	experiment	thread_count	frequency	cstate	
10492067880566400	10498079976717600	315.756	196.655	33.5035	14	52	2200000000	0	
10502083117226600	10508079642952400	316.302	193.974	30.9518	13	52	2200000000	0	
10512074563262200	10518062494955800	226.066	165.729	54.121	3	52	2200000000	0	
10522058435041800	10528058170036200	227.114	172.722	61.2674	9	52	2200000000	0	
10532058348254000	10538058986213000	205.602	139.747	27.8171	11	52	2200000000	0	
10542059164308800	10548058909137200	340.946	266.511	121.997	7	52	2200000000	0	
10552058600344800	10558057680649200	229.855	160.506	48.8382	4	56	2200000000	0	
10562057475716800	10568057406635200	241.158	174.733	63.2683	5	56	2200000000	0	
10572058593445400	10578061936547600	326.89	226.402	52.9477	8	56	2200000000	0	
10582063240543800	10588063226920200	315.651	196.279	33.2827	14	56	2200000000	0	
10592062577323600	10598059625187400	315.984	193.641	30.7135	13	56	2200000000	0	
10602058639986800	10608058072191200	227.757	168.063	56.4679	3	56	2200000000	0	
10612057941004800	10618057957291200	228.858	175.528	64.1038	9	56	2200000000	0	
10622057990058800	10628057908395200	205.723	140.002	28.072	11	56	2200000000	0	
10632058705719200	10638061015614800	354.978	279.354	129.361	7	56	2200000000	0	
10642060887744400	10648057945057600	232.401	162.165	50.4974	4	60	2200000000	0	
10652057150629000	10658057000830000	244.423	177.648	66.1709	5	60	2200000000	0	
10662058437476400	10668062588094600	337.903	233.891	55.8529	8	60	2200000000	0	
10672063780760600	10678062733000400	329.025	202.751	34.5139	14	60	2200000000	0	
10682063608021200	10688066321380800	329.22	199.688	31.6137	13	60	2200000000	0	
10692065290688000	10698059187560000	229.541	170.075	58.4412	3	60	2200000000	0	
10702057173708800	10708057080243200	230.709	178.216	66.7642	9	60	2200000000	0	
10712057760379200	10718059729882800	206.05	140.25	28.3053	11	60	2200000000	0	
10722059972782600	10728058514838400	368.84	291.149	136.653	7	60	2200000000	0	
10732057793797800	10738056832780200	233.759	163.915	52.1825	4	64	2200000000	0	
10742056651959800	10748056549116200	246.882	180.442	68.9411	5	64	2200000000	0	
10752056630880000	10758056679345000	342.45	236.976	57.0513	8	64	2200000000	0	
10762061711964600	10768076348468400	329	202.599	34.4306	14	64	2200000000	0	
10772078907441800	10778070972045200	329.623	199.306	31.2173	13	64	2200000000	0	
10782066103130800	10788058810244200	231.388	172.417	60.7563	3	64	2200000000	0	
10792056469051000	10798056538258000	232.588	181.081	69.6142	9	64	2200000000	0	
10802056856014000	10808057567665000	206.26	140.521	28.5137	11	64	2200000000	0	
10812057579542600	10818056727484400	380.534	301.431	144.059	7	64	2200000000	0	
10822056441881800	10828056142412200	236.306	165.703	53.9155	4	68	2200000000	0	
10832056146750800	10838056056123200	249.466	183.009	71.4694	5	68	2200000000	0	
10842062995277400	10848083468067600	343.489	236.846	56.8814	8	68	2200000000	0	
10852087911598800	10858079388712200	329.669	202.522	34.3511	14	68	2200000000	0	
10862077398973800	10868078035102200	329.724	199.117	31.0141	13	68	2200000000	0	
10872073824240200	10878060292335800	231.463	172.958	61.2492	3	68	2200000000	0	
10882055840607800	10888055840148200	232.582	181.6	70.0764	9	68	2200000000	0	
10892056619394200	10898058591561800	206.411	140.618	28.568	11	68	2200000000	0	
10902061088376400	10908066294952600	386.298	306.323	145.171	7	68	2200000000	0	
10912065614958800	10918058091018200	237.296	167.439	55.6174	4	72	2200000000	0	
10922055697726800	10928055575893200	251.09	185.609	74.0439	5	72	2200000000	0	
10932057763579800	10938063914893200	343.06	236.629	56.8058	8	72	2200000000	0	
10942067839916200	10948071067241800	329.74	202.524	34.3332	14	72	2200000000	0	
10952074185677000	10958076163934000	329.843	199.051	30.9678	13	72	2200000000	0	
10962072715624200	10968059782987800	231.334	173.492	61.7568	3	72	2200000000	0	
10972055728066000	10978056080527000	232.776	182.034	70.4926	9	72	2200000000	0	
10982056864515000	10988058530598000	206.432	140.583	28.5031	11	72	2200000000	0	
10992059352020800	10998059476103200	390.827	309.431	146.104	7	72	2200000000	0	
11002058795220400	11008056033829600	239.788	169.285	57.452	4	76	2200000000	0	
11012055241011800	11018055145446200	253.653	188.223	76.6753	5	76	2200000000	0	
11022055458066000	11028056100591000	343.788	236.068	56.4067	8	76	2200000000	0	
11032058137343200	11038061401364800	329.647	202.16	34.0688	14	76	2200000000	0	
11042068179871400	11048081163836600	329.8	198.535	30.5287	13	76	2200000000	0	
11052079697536400	11058061685807600	231.318	173.768	62.0299	3	76	2200000000	0	
11062055816615000	11068055847536000	232.784	182.404	70.8541	9	76	2200000000	0	
11072056352992000	11078057474209000	206.119	140.52	28.433	11	76	2200000000	0	
11082058584115000	11088059771446000	393.509	312.083	147.029	7	76	2200000000	0	
11092059224541400	11098055822686600	240.805	170.75	58.9453	4	80	2200000000	0	
11102054812237800	11108054720056200	255.126	190.76	79.2709	5	80	2200000000	0	
11112057567097000	11118065723941000	343.299	235.725	56.2714	8	80	2200000000	0	
11122070930126600	11128075853029400	329.523	201.964	33.9259	14	80	2200000000	0	
11132075651344600	11138066074107400	329.629	198.116	30.1317	13	80	2200000000	0	
11142062446990200	11148057050092800	231.32	174.211	62.4987	3	80	2200000000	0	
11152055523519800	11158055888778200	232.551	182.813	71.295	9	80	2200000000	0	
11162055827949800	11168054921496200	206.411	140.384	28.3366	11	80	2200000000	0	
11172054767606000	11178054856079000	396.93	314.61	147.985	7	80	2200000000	0	
11182054913150800	11188054379003200	243.008	172.346	60.5853	4	84	2200000000	0	
11192054401326800	11198054188515200	257.647	193.203	81.7706	5	84	2200000000	0	
11202057190082000	11208065862404000	343.065	235.223	55.9891	8	84	2200000000	0	
11212070757147400	11218074328495600	329.422	201.739	33.804	14	84	2200000000	0	
11222073377048600	11228063089009400	329.507	197.768	29.9098	13	84	2200000000	0	
11232059810145600	11238056505503400	231.086	174.57	62.8863	3	84	2200000000	0	
11242055444846800	11248055111849200	232.428	183.213	71.7287	9	84	2200000000	0	
11252055630131000	11258057179244000	205.614	140.341	28.3013	11	84	2200000000	0	
11262059136348400	11268062325688600	399.499	316.975	148.952	7	84	2200000000	0	
11272061620094000	11278055688770000	243.954	174.242	62.5307	4	88	2200000000	0	
11282053935340800	11288053711417200	259.017	195.809	84.4613	5	88	2200000000	0	
11292056639046000	11298065097696000	343.115	234.758	55.815	8	88	2200000000	0	
11302070825095800	11308077018355200	329.318	201.384	33.608	14	88	2200000000	0	
11312076821470600	11318066006817400	329.249	197.38	29.6649	13	88	2200000000	0	
11322061672265000	11328055518851000	231.023	174.954	63.2887	3	88	2200000000	0	
11332053752784800	11338054125027200	232.663	183.527	72.053	9	88	2200000000	0	
11342054894819000	11348056556672000	205.922	140.269	28.2418	11	88	2200000000	0	
11352058256319200	11358061184274800	402.498	319.413	149.96	7	88	2200000000	0	
11362060495376200	11368055061104800	246.081	175.582	63.884	4	92	2200000000	0	
11372053371193800	11378053264852200	261.063	198.185	86.8546	5	92	2200000000	0	
11382056360711000	11388065349149000	342.936	234.328	55.4597	8	92	2200000000	0	
11392071505506800	11398078307202200	329.479	201.362	33.5288	14	92	2200000000	0	
11402080468627200	11408076036013800	329.261	197.207	29.4183	13	92	2200000000	0	
11412071233969200	11418057796228800	230.972	175.367	63.7133	3	92	2200000000	0	
11422053397438800	11428053150529200	232.166	183.982	72.5086	9	92	2200000000	0	
11432053852103200	11438055831404800	205.283	140.254	28.2175	11	92	2200000000	0	
11442057138271000	11448057785428000	405.109	321.7	150.695	7	92	2200000000	0	
11452057114475400	11458053844950600	247.034	177.162	65.4746	4	96	2200000000	0	
11462052869155800	11468052737296200	263.04	200.687	89.3745	5	96	2200000000	0	
11472056999557600	11478069399681400	343.185	233.922	55.288	8	96	2200000000	0	
11482077167118000	11488085246964000	329.226	200.982	33.2582	14	96	2200000000	0	
11492085172109400	11498072872449600	329.03	196.629	28.9731	13	96	2200000000	0	
11502066386970600	11508057210143400	231.445	175.684	63.994	3	96	2200000000	0	
11512054229023800	11518054093432200	232.814	184.156	72.6533	9	96	2200000000	0	
11522054221394000	11528054409251000	205.566	140.216	28.1569	11	96	2200000000	0	
11532054680518800	11538054935095200	408.24	323.74	151.383	7	96	2200000000	0	
11542054636166800	11548052875655200	248.929	178.961	67.2826	4	100	2200000000	0	
11552052394410800	11558052243909200	265.028	203.337	92.0203	5	100	2200000000	0	
11562053773223400	11568058005987600	343.373	233.664	55.1356	8	100	2200000000	0	
11572063683141200	11578074089907800	329.471	200.945	33.3021	14	100	2200000000	0	
11582076648329000	11588069778473000	328.898	196.432	28.7924	13	100	2200000000	0	
11592065285046600	11598056039123400	231.017	176.159	64.4497	3	100	2200000000	0	
11602053202312000	11608053474841000	232.13	184.654	73.1438	9	100	2200000000	0	
11612053304466800	11618052181515200	205.253	140.154	28.0715	11	100	2200000000	0	
11622054140105600	11628060760318400	410.397	325.791	152.027	7	100	2200000000	0	
11632060855954000	11638053943888000	250.679	180.842	69.1462	4	104	2200000000	0	
11642051738822800	11648051596313200	267.296	205.738	94.4538	5	104	2200000000	0	
11652053931099800	11658060569529200	343.355	233.192	54.7324	8	104	2200000000	0	
11662064900444400	11668068981360600	329.512	200.628	32.9258	14	104	2200000000	0	
11672070522013400	11678067063242600	329.214	195.98	28.3758	13	104	2200000000	0	
11682063641116800	11688055234780200	231.307	176.427	64.7001	3	104	2200000000	0	
11692052380072800	11698051831987200	232.814	184.868	73.3374	9	104	2200000000	0	
11702052274603000	11708053766326000	205.331	140.108	27.9996	11	104	2200000000	0	
11712056232810600	11718060598901400	413.439	327.963	152.466	7	104	2200000000	0	
11722059958238800	11728053108650200	252.067	182.183	70.4898	4	108	2200000000	0	
11732050986447800	11738050807446200	269.24	208.429	97.158	5	108	2200000000	0	
11742054120491000	11748063743657000	343.577	232.904	54.5817	8	108	2200000000	0	
11752072040056400	11758084288895600	329.508	200.637	32.9768	14	108	2200000000	0	
11762087081092000	11768079877702000	328.743	195.703	28.2041	13	108	2200000000	0	
11772072441972800	11778056029995200	230.933	176.779	65.0608	3	108	2200000000	0	
11782050833168800	11788051242317200	232.248	185.265	73.7453	9	108	2200000000	0	
11792052065402000	11798053752785000	204.801	140.072	27.9685	11	108	2200000000	0	
11802054701746800	11808054166369200	415.984	330.234	153.343	7	108	2200000000	0	
11812053392044600	11818050918768400	253.933	183.968	72.3347	4	112	2200000000	0	
11822050228505800	11828050029584200	271.233	211.07	99.8489	5	112	2200000000	0	
11832053832917400	11838064891428600	343.58	232.439	54.3352	8	112	2200000000	0	
11842074096059600	11848088198491400	329.51	200.125	32.6262	14	112	2200000000	0	
11852090275340400	11858078454642600	328.767	195.302	27.8208	13	112	2200000000	0	
11862069981038800	11868055264175200	231.013	177.128	65.4463	3	112	2200000000	0	
11872050406175800	11878050178718200	232.431	185.719	74.2407	9	112	2200000000	0	
11882050427381800	11888051058710200	205.05	139.922	27.8527	11	112	2200000000	0	
11892052344293200	11898055109270800	418.404	332.303	154.126	7	112	2200000000	0	
11902054862566200	11908050731824800	255.287	185.434	73.836	4	116	2200000000	0	
11912049481578000	11918049369339000	273.218	213.636	102.482	5	116	2200000000	0	
11922054891750800	11928070252545200	343.626	231.956	54.05	8	116	2200000000	0	
11932083141435600	11938103035472400	329.138	199.97	32.5398	14	116	2200000000	0	
11942098774444200	11948061982582800	328.421	194.873	27.4442	13	116	2200000000	0	
11952050779437800	11958049754544200	230.508	177.682	66.0503	3	116	2200000000	0	
11962049684927800	11968049992292200	231.787	186.012	74.5768	9	116	2200000000	0	
11972050663982200	11978051984237800	204.435	139.828	27.8035	11	116	2200000000	0	
11982054321290400	11988058546062600	420.837	334.304	154.712	7	116	2200000000	0	
11992057847370000	11998050934860000	256.788	187.134	75.5893	4	120	2200000000	0	
12002048745356800	12008048603267200	275.145	216.199	105.112	5	120	2200000000	0	
12012055340829400	12018075156355600	343.615	231.453	53.7515	8	120	2200000000	0	
12022078004210800	12028062980417200	329.179	199.509	32.2509	14	120	2200000000	0	
12032060909102400	12038065561398600	328.181	194.287	27.039	13	120	2200000000	0	
12042063942493400	12048052316681600	230.683	177.849	66.2224	3	120	2200000000	0	
12052048669388000	12058048941749000	232.085	186.376	74.9439	9	120	2200000000	0	
12062049668835000	12068051225712000	204.25	139.797	27.7508	11	120	2200000000	0	
12072054155862800	12078060532758200	423.06	336.334	155.043	7	120	2200000000	0	
12082059866459600	12088050930928400	258.561	188.908	77.3747	4	124	2200000000	0	
12092048073932800	12098047898087200	277.134	218.743	107.672	5	124	2200000000	0	
12102056425305000	12108081570411000	343.527	231.28	53.6808	8	124	2200000000	0	
12112086409665000	12118072043148000	329.19	199.457	32.2359	14	124	2200000000	0	
12122068353023800	12128067576488200	328.128	194.109	26.8511	13	124	2200000000	0	
12132063830050400	12138052468652600	230.367	178.36	66.7245	3	124	2200000000	0	
12142048769876800	12148048658477200	231.7	186.916	75.4887	9	124	2200000000	0	
12152048988485000	12158049743228000	203.989	139.762	27.6911	11	124	2200000000	0	
12162052520980600	12168056979645400	425.767	338.397	155.613	7	124	2200000000	0	
12172056382001000	12178049576663000	260.399	190.646	79.1054	4	128	2200000000	0	
12182047480795800	12188047320772200	279.389	221.331	110.259	5	128	2200000000	0	
12192056700545400	12198084580128600	343.628	230.883	53.4291	8	128	2200000000	0	
12202089592340600	12208072951210400	329.038	199.103	31.9666	14	128	2200000000	0	
12212069050553000	12218069754908000	328.091	193.854	26.6235	13	128	2200000000	0	
12222065690814000	12228052008927000	230.81	178.759	67.0974	3	128	2200000000	0	
12232047687923000	12238048006508000	231.763	187.183	75.711	9	128	2200000000	0	
12242048880258000	12248050847763000	203.946	139.774	27.6567	11	128	2200000000	0	
12252053759408200	12258057208055800	427.836	339.77	156.303	7	128	2200000000	0	
12262056156831000	12268048991109000	212.576	144.244	32.0091	4	16	2200000000	0	
12272046720307800	12278046580606200	214.6	147.955	35.8682	5	16	2200000000	0	
12282047269144200	12288048889459800	250.342	172.381	32.44	8	16	2200000000	0	
12292052827815000	12298062310845000	249.044	164.947	27.3704	14	16	2200000000	0	
12302065061167600	12308062386345400	249.235	164.165	26.6318	13	16	2200000000	0	
12312058821197800	12318050298437200	208.316	142.33	30.3156	3	16	2200000000	0	
12322047462385800	12328047154342200	208.289	143.346	31.3919	9	16	2200000000	0	
12332047175915800	12338047261310200	204.955	137.279	25.2633	11	16	2200000000	0	
12342049395970800	12348055411108200	246.051	171.757	42.4942	7	16	2200000000	0	
12352055268610000	12358048305658000	218.687	150.304	38.5035	4	32	2200000000	0	
12362046081604800	12368045950297200	223.73	158.256	46.6024	5	32	2200000000	0	
12372047150517200	12378049512504800	253.056	172.06	32.1558	8	32	2200000000	0	
12382060639024600	12388089669036400	249.648	163.908	26.6991	14	32	2200000000	0	
12392093679439400	12398073712646600	249.378	162.533	25.294	13	32	2200000000	0	
12402063779582200	12408050730821800	210.907	147.29	35.4601	3	32	2200000000	0	
12412046487669800	12418046353644200	211.185	149.479	37.7316	9	32	2200000000	0	
12422046459570000	12428046572763000	204.535	137.481	25.5723	11	32	2200000000	0	
12432046869034800	12438047306017200	288.47	209.952	59.4797	7	32	2200000000	0	
12442047198713600	12448045829347400	225.358	157.163	45.4785	4	48	2200000000	0	
12452045484314800	12458045343623200	231.991	168.92	57.4261	5	48	2200000000	0	
12462049264724400	12468060553749600	279.64	191.782	39.4539	8	48	2200000000	0	
12472064357484600	12478061800154400	274.81	176.365	28.9534	14	48	2200000000	0	
12482065405183200	12488074774399800	274.507	174.315	26.9468	13	48	2200000000	0	
12492071761524400	12498052512511600	213.965	152.72	40.9865	3	48	2200000000	0	
12502045970512800	12508045235569200	214.423	155.945	44.2763	9	48	2200000000	0	
12512045836329000	12518047996272000	204.373	137.816	25.8993	11	48	2200000000	0	
12522049981555200	12528052557298800	313.608	232.66	76.6957	7	48	2200000000	0	
12532051851800000	12538046545700000	232.616	163.737	52.1298	4	64	2200000000	0	
12542044870493800	12548044742402200	241.807	179.416	68.0589	5	64	2200000000	0	
12552049844017800	12558064798336200	283.112	191.64	39.1638	8	64	2200000000	0	
12562070916486000	12568071275277000	275.626	175.606	28.3673	14	64	2200000000	0	
12572068049241200	12578054862402800	274.959	172.888	25.6183	13	64	2200000000	0	
12582050551316400	12588046777395600	217.095	157.809	46.1453	3	64	2200000000	0	
12592045629259000	12598045494190000	217.73	162.117	50.5673	9	64	2200000000	0	
12602046101942000	12608047699517000	204.092	138.103	26.216	11	64	2200000000	0	
12612048985019000	12618050507090000	335.393	253.73	93.0946	7	64	2200000000	0	
12622049804615400	12628045598010600	238.532	170.362	58.8492	4	80	2200000000	0	
12632044375575800	12638044194666200	250.388	189.852	78.6525	5	80	2200000000	0	
12642047683487200	12648057903419800	309.912	211.16	46.4991	8	80	2200000000	0	
12652066129414600	12658078501356400	301.298	188.009	30.7276	14	80	2200000000	0	
12662080382524600	12668070976527400	300.972	184.623	27.3564	13	80	2200000000	0	
12672063502524200	12678049990611800	220.497	163.02	51.3958	3	80	2200000000	0	
12682045498001800	12688045256684200	221.291	168.383	56.8961	9	80	2200000000	0	
12692045808986200	12698047436279800	203.79	138.502	26.5928	11	80	2200000000	0	
12702050012924400	12708054855264600	360.058	276.279	109.822	7	80	2200000000	0	
12712054011521800	12718046205113200	246.401	176.966	65.4929	4	96	2200000000	0	
12722043666912000	12728043554907000	260.084	200.396	89.2611	5	96	2200000000	0	
12732049391869000	12738066490210000	312.886	211.057	46.2173	8	96	2200000000	0	
12742078326390000	12748094611539000	302.098	187.221	30.0978	14	96	2200000000	0	
12752096437620000	12758082842271000	301.247	183.23	26.0859	13	96	2200000000	0	
12762071798176200	12768051611740800	223.508	168.251	56.664	3	96	2200000000	0	
12772044903904000	12778044705799000	224.418	174.601	63.1653	9	96	2200000000	0	
12782045073271000	12788046128812000	203.861	138.81	26.8961	11	96	2200000000	0	
12792049438316800	12798057921680200	381.203	296.982	125.661	7	96	2200000000	0	
12802057333958400	12808046609916600	252.635	183.64	72.1869	4	112	2200000000	0	
12812043149446800	12818043014209200	269.384	210.937	99.9053	5	112	2200000000	0	
12822049339011400	12828068055385600	339.971	230.727	53.4863	8	112	2200000000	0	
12832072312172800	12838063709450200	327.882	199.956	32.6022	14	112	2200000000	0	
12842063666337400	12848068019371600	327.238	195.096	27.7855	13	112	2200000000	0	
12852064776576000	12858049452075000	226.939	173.709	62.0939	3	112	2200000000	0	
12862044395708800	12868044085001200	227.973	180.994	69.5515	9	112	2200000000	0	
12872044678587200	12878046437052800	203.958	139.291	27.2853	11	112	2200000000	0	
12882046547420400	12888044127357600	405.819	319.549	141.232	7	112	2200000000	0	
12892043338894800	12898042694629200	260.456	190.351	78.8933	4	128	2200000000	0	
12902042605755000	12908042500098000	279.705	221.356	110.387	5	128	2200000000	0	
12912045731789000	12918055122029000	343.426	230.635	53.3543	8	128	2200000000	0	
12922066270302600	12928087426973400	328.826	199.075	32.0052	14	128	2200000000	0	
12932086935153400	12938060022619600	327.693	193.678	26.5319	13	128	2200000000	0	
12942050417413200	12948044546347800	230.202	178.631	67.0187	3	128	2200000000	0	
12952042733402800	12958042682573200	231.711	187.188	75.7618	9	128	2200000000	0	
12962043093691000	12968043984334000	203.634	139.678	27.6284	11	128	2200000000	0	
12972046695108600	12978052641119400	427.665	339.733	156.299	7	128	2200000000	0	
12982052144051800	12988044398855200	196.724	127.406	15.1839	4	4	1500000000	0	
12992041845513800	12998041797306200	196.752	127.76	15.6948	5	4	1500000000	0	
13002043936484600	13008050070307400	211.467	138.665	15.762	8	4	1500000000	0	
13012052493828000	13018053357807000	214.618	138.873	15.0287	14	4	1500000000	0	
13022051699326200	13028045441014800	214.827	138.716	14.9192	13	4	1500000000	0	
13032043177811600	13038042289813400	195.886	127.196	15.3214	3	4	1500000000	0	
13042042009003000	13048041936040000	195.839	127.422	15.5966	9	4	1500000000	0	
13052042127409800	13058042660482200	195.106	125.999	14.1972	11	4	1500000000	0	
13062044251338400	13068048375304600	200.36	130.853	18.3928	7	4	1500000000	0	
13072048107968200	13078042960412800	196.754	127.615	15.8684	4	8	1500000000	0	
13082041274744000	13088041216883000	197.603	128.677	16.9857	5	8	1500000000	0	
13092044486958000	13098053871984000	216.244	142.478	17.011	8	8	1500000000	0	
13102054506031800	13108046518309200	215.871	139.24	15.0079	14	8	1500000000	0	
13112047867089400	13118059277362600	216.027	138.977	14.7622	13	8	1500000000	0	
13122058736504200	13128045460445800	196.2	128.12	16.4241	3	8	1500000000	0	
13132041341633800	13138041950156200	196.262	128.677	17.0079	9	8	1500000000	0	
13142042578572200	13148043735777800	194.322	125.9	14.2466	11	8	1500000000	0	
13152044245501800	13158044493598200	204.495	135.62	22.6335	7	8	1500000000	0	
13162043856127600	13168041472719400	197.071	128.389	16.7454	4	12	1500000000	0	
13172040708436800	13178040641587200	198.298	130.082	18.4705	5	12	1500000000	0	
13182041292301200	13188043146412800	223.574	147.25	18.5839	8	12	1500000000	0	
13192048266800400	13198061357751600	226.564	144.296	15.865	14	12	1500000000	0	
13202063482392000	13208056073982000	226.846	143.981	15.5523	13	12	1500000000	0	
13212051257892000	13218043753302000	196.865	129.255	17.6104	3	12	1500000000	0	
13222041252084800	13228041125793200	197.388	130.111	18.503	9	12	1500000000	0	
13232041110816800	13238041070169200	194.622	125.968	14.3318	11	12	1500000000	0	
13242042741973600	13248047677194400	210.32	140.582	26.9303	7	12	1500000000	0	
13252047542728000	13258041969118000	198.237	129.238	17.6276	4	16	1500000000	0	
13262040153547000	13268040111754000	199.475	131.505	19.9595	5	16	1500000000	0	
13272041625558400	13278045759244600	229.2	151.553	20.0397	8	16	1500000000	0	
13282049155141600	13288054715946400	228.203	144.968	15.9155	14	16	1500000000	0	
13292054259731800	13298046648983200	228.365	144.499	15.4923	13	16	1500000000	0	
13302043525071600	13308041420615400	197.505	130.425	18.8291	3	16	1500000000	0	
13312040625460800	13318040197993200	197.611	131.589	20.0319	9	16	1500000000	0	
13322041319801400	13328044972173600	194.067	125.997	14.425	11	16	1500000000	0	
13332045604361600	13338043707673400	215.206	145.492	31.2054	7	16	1500000000	0	
13342042431518600	13348040267362400	198.575	130.084	18.5312	4	20	1500000000	0	
13352039621789800	13358039523998200	200.697	132.927	21.4149	5	20	1500000000	0	
13362041592810600	13368047725409400	236.365	156.304	21.5845	8	20	1500000000	0	
13372052679161000	13378060738967000	238.724	150.025	16.7842	14	20	1500000000	0	
13382061108934800	13388053416772200	239.23	149.457	16.2442	13	20	1500000000	0	
13392048653184000	13398041772822000	198.599	131.596	20.0356	3	20	1500000000	0	
13402039514441000	13408039426490000	198.783	133.066	21.548	9	20	1500000000	0	
13412040427242200	13418043180219800	194.359	126.131	14.5553	11	20	1500000000	0	
13422045181562200	13428048291131800	221.22	150.422	35.4462	7	20	1500000000	0	
13432047336663000	13438041071247000	199.581	131.001	19.4531	4	24	1500000000	0	
13442039036576000	13448039003549000	202.176	134.343	22.8719	5	24	1500000000	0	
13452040513269400	13458044680747600	242.13	160.655	23.0117	8	24	1500000000	0	
13462050832389600	13468064625377400	240.517	150.736	16.8632	14	24	1500000000	0	
13472066104787600	13478055987490400	241.1	150.058	16.2141	13	24	1500000000	0	
13482049984733800	13488041793551200	199.198	132.802	21.2557	3	24	1500000000	0	
13492039197409800	13498039460788200	199.34	134.53	23.026	9	24	1500000000	0	
13502040189134200	13508041974053800	194.071	126.225	14.6751	11	24	1500000000	0	
13512042204113600	13518040967143400	227.276	156.333	39.6119	7	24	1500000000	0	
13522040194744800	13528038875119200	200.534	131.915	20.3896	4	28	1500000000	0	
13532038518584800	13538038428617200	203.564	135.858	24.383	5	28	1500000000	0	
13542041872324200	13548051873982800	249.585	165.399	24.5826	8	28	1500000000	0	
13552058000108800	13558065624398200	251.287	155.859	17.7391	14	28	1500000000	0	
13562066110742000	13568059095614000	252.28	155.092	17.0119	13	28	1500000000	0	
13572053395403600	13578042740050400	200.458	134.047	22.4991	3	28	1500000000	0	
13582039249738800	13588039281367200	200.729	136.102	24.6049	9	28	1500000000	0	
13592039565817000	13598040243178000	194.536	126.414	14.8098	11	28	1500000000	0	
13602040336821800	13608039796212200	232.992	161.007	43.8147	7	28	1500000000	0	
13612039330465600	13618038231555400	201.674	132.912	21.3598	4	32	1500000000	0	
13622037951375000	13628037846834000	205.188	137.348	25.9004	5	32	1500000000	0	
13632038139913800	13638038765914200	255.661	169.787	26.0331	8	32	1500000000	0	
13642039772998200	13648041775399800	253.238	156.651	17.8541	14	32	1500000000	0	
13652044183126400	13658048661914600	253.58	155.712	16.9848	13	32	1500000000	0	
13662047817768000	13668040491570000	200.98	135.229	23.6706	3	32	1500000000	0	
13672038230478800	13678038619353200	201.481	137.555	26.0537	9	32	1500000000	0	
13682039651825200	13688042204966800	194.12	126.544	14.9257	11	32	1500000000	0	
13692043596091200	13698045042862800	241.888	168.706	47.9011	7	32	1500000000	0	
13702043965370200	13708039057910800	195.099	126.724	15.055	4	4	1500000000	0	
13712037492187800	13718037368548200	195.5	127.273	15.625	5	4	1500000000	0	
13722037411347800	13728037310436200	210.102	138.14	15.7264	8	4	1500000000	0	
13732037354546000	13738037251337000	213.656	138.406	14.9905	14	4	1500000000	0	
13742037304388800	13748037194183200	214.181	138.299	14.8828	13	4	1500000000	0	
13752037266012800	13758037158897200	195.389	126.969	15.3327	3	4	1500000000	0	
13762037213988800	13768037089839200	195.346	127.276	15.6474	9	4	1500000000	0	
13772037128775000	13778037025182000	194.264	125.823	14.173	11	4	1500000000	0	
13782037087929800	13788036972126200	199.761	130.889	18.5554	7	4	1500000000	0	
13792037043781800	13798036921882200	196.049	127.565	15.9517	4	8	1500000000	0	
13802036967610000	13808036866543000	196.897	128.732	17.124	5	8	1500000000	0	
13812036927814800	13818036808507200	215.846	142.521	17.2139	8	8	1500000000	0	
13822036863642800	13828036747707200	215.381	139.112	15.0525	14	8	1500000000	0	
13832036779974800	13838036680773200	215.578	138.88	14.8323	13	8	1500000000	0	
13842036745661000	13848036629636000	195.952	128.215	16.5959	3	8	1500000000	0	
13852036707481800	13858036612294200	196.03	128.814	17.2132	9	8	1500000000	0	
13862036651431800	13868036525332200	194.122	125.93	14.2872	11	8	1500000000	0	
13872036561173800	13878036456278200	204.791	135.985	22.9868	7	8	1500000000	0	
13882036510140800	13888036404291200	197.042	128.5	16.9095	4	12	1500000000	0	
13892036481546800	13898036361933200	198.284	130.261	18.6811	5	12	1500000000	0	
13902036397616800	13908036307421200	223.489	147.329	18.8206	8	12	1500000000	0	
13912036348397000	13918036235810000	226.478	144.216	15.9444	14	12	1500000000	0	
13922036301885800	13928036181870200	226.776	143.91	15.6482	13	12	1500000000	0	
13932036213895800	13938036114568200	197.135	129.441	17.8288	3	12	1500000000	0	
13942036161265800	13948036053286200	197.235	130.332	18.7467	9	12	1500000000	0	
13952036124360000	13958036003091000	194.015	126.056	14.4291	11	12	1500000000	0	
13962036039522800	13968035956227200	210.479	141.091	27.3979	7	12	1500000000	0	
13972035991990800	13978035883117200	197.924	129.437	17.8566	4	16	1500000000	0	
13982035950397000	13988035834690000	199.647	131.752	20.2085	5	16	1500000000	0	
13992035887407800	13998035772708200	229.089	151.657	20.3058	8	16	1500000000	0	
14002035823825800	14008035702598200	228.043	144.969	16.0395	14	16	1500000000	0	
14012035738213800	14018035646698200	228.257	144.474	15.6239	13	16	1500000000	0	
14022035702854000	14028035590297000	197.644	130.664	19.0845	3	16	1500000000	0	
14032035656470800	14038035541579200	197.807	131.861	20.3124	9	16	1500000000	0	
14042035605780800	14048035481367200	193.978	126.154	14.5494	11	16	1500000000	0	
14052035516158800	14058035418937200	215.762	146.101	31.7684	7	16	1500000000	0	
14062035466711800	14068035353794200	198.804	130.361	18.8164	4	20	1500000000	0	
