begin	end	'elab.conway.power'	'AMD RAPL PCKG'	'AMD RAPL SINGLE_CORE'	experiment	thread_count	frequency	cstate	
15426587015400	18946578432600	212.02	143.16	31.5613	2	128	2500000000	0	
22120017850800	28119820615200	214.336	145.341	34.0928	4	4	2500000000	0	
32119782512800	38119735481200	214.524	146.567	35.2867	5	4	2500000000	0	
42121494261600	48126688334400	232.219	159.839	35.4045	8	4	2500000000	0	
52127348034400	58123900321600	233.265	157.777	33.2618	14	4	2500000000	0	
62124515187400	68129514187600	233.419	157.589	33.0446	13	4	2500000000	0	
72128963621000	78122099171000	213.913	146.28	34.7754	3	4	2500000000	0	
82119953724000	88119956523000	213.889	147.052	35.5279	9	4	2500000000	0	
92120577135000	98122320042000	211.896	143.71	32.1163	11	4	2500000000	0	
102123603738200	108125584239800	222.931	155.116	42.3498	7	4	2500000000	0	
112124929301200	118120797293800	216.886	148.152	36.5745	4	8	2500000000	0	
122119464717000	128119418424000	219.11	150.961	39.402	5	8	2500000000	0	
132120549628200	138123659503800	236.992	162.973	36.7939	8	8	2500000000	0	
142125973480200	148129344073800	234.695	158.176	33.4753	14	8	2500000000	0	
152130574240800	158130243535200	234.835	157.677	32.9565	13	8	2500000000	0	
162128247630000	168121892910000	217.647	149.733	38.0655	3	8	2500000000	0	
172119836694800	178119889329200	217.744	151.218	39.5686	9	8	2500000000	0	
182120338691000	188121511592000	213.374	144.426	32.668	11	8	2500000000	0	
192121716903800	198121024818200	242.797	173.696	52.7458	7	8	2500000000	0	
202120507559800	208119448850200	220.236	150.831	39.1301	4	12	2500000000	0	
212119142763800	218119106274200	223.113	155.088	43.4424	5	12	2500000000	0	
222120009864200	228122457213800	249.656	172.68	40.9028	8	12	2500000000	0	
232124732748400	238128573622600	248.396	165.557	35.2442	14	12	2500000000	0	
242131198323200	248134526790800	248.388	164.782	34.4745	13	12	2500000000	0	
252132463927600	258122605050400	219.49	153.116	41.3887	3	12	2500000000	0	
262119398733000	268119507738000	219.746	155.368	43.6764	9	12	2500000000	0	
272120196244000	278122029067000	212.944	145.027	33.1856	11	12	2500000000	0	
282123551767200	288126110254800	254.113	185.664	63.2782	7	12	2500000000	0	
292125383170200	298120433098800	222.636	153.391	41.6396	4	16	2500000000	0	
302118818186000	308118764849000	226.845	158.953	47.2927	5	16	2500000000	0	
312121179203800	318128335685200	253.555	175.306	42.01	8	16	2500000000	0	
322134198725000	328143995903000	249.229	165.507	35.2092	14	16	2500000000	0	
332144288348800	338134607618200	249.722	164.49	34.2418	13	16	2500000000	0	
342129005293800	348121501411200	222.714	156.475	44.7451	3	16	2500000000	0	
352119058619800	358119100208200	222.982	159.328	47.6602	9	16	2500000000	0	
362119493168000	368120507459000	214.047	145.616	33.7541	11	16	2500000000	0	
372121599995200	378123733922800	266.078	197.614	73.4292	7	16	2500000000	0	
382123309172400	388119685443600	225.128	155.878	44.1368	4	20	2500000000	0	
392118519570800	398118484251200	230.647	162.784	51.1622	5	20	2500000000	0	
402119993449400	408124235153600	265.827	184.691	45.9914	8	20	2500000000	0	
412129023497200	418138561823800	262.249	172.743	37.027	14	20	2500000000	0	
422139618724000	428132498158000	262.471	171.397	35.7214	13	20	2500000000	0	
432128003336000	438120934076000	224.124	159.536	47.8299	3	20	2500000000	0	
442118744606800	448118932769200	224.661	163.162	51.5373	9	20	2500000000	0	
452119453241000	458120695454000	213.535	145.997	34.1291	11	20	2500000000	0	
462121801612200	468123725353800	277.028	208.716	83.2743	7	20	2500000000	0	
472123184361400	478119429142600	227.652	158.402	46.6767	4	24	2500000000	0	
482118219307800	488118184732200	234.207	166.776	55.1928	5	24	2500000000	0	
492118880388000	498120663531000	269.618	187.525	47.337	8	24	2500000000	0	
502122772279400	508126885841600	263.246	172.867	37.2225	14	24	2500000000	0	
512130616461600	518136848876400	263.734	171.171	35.5473	13	24	2500000000	0	
522134874183200	528122472738800	227.113	162.861	51.1849	3	24	2500000000	0	
532118334726800	538118163075200	227.843	167.105	55.5184	9	24	2500000000	0	
542118641911200	548119944520800	214.433	146.542	34.6719	11	24	2500000000	0	
552120927049000	558122412814000	287.469	219.628	92.9237	7	24	2500000000	0	
562121966303400	568118910096600	230.239	160.911	49.1864	4	28	2500000000	0	
572117986069800	578117912266200	237.818	170.579	59.0059	5	28	2500000000	0	
582118798873000	588121213324000	281.899	196.568	51.0483	8	28	2500000000	0	
592126015753400	598137554150600	276.024	179.851	38.7752	14	28	2500000000	0	
602137777476400	608126168506600	276.096	178.08	37.0378	13	28	2500000000	0	
612121665186600	618119000456400	228.515	165.942	54.2734	3	28	2500000000	0	
622118195595800	628118301114200	229.594	171.097	59.5123	9	28	2500000000	0	
632118388828000	638118416461000	213.875	147.156	35.2436	11	28	2500000000	0	
642118702670800	648119394887200	299.498	230.686	102.647	7	28	2500000000	0	
652119276188800	658118019947200	232.847	163.438	51.6903	4	32	2500000000	0	
662117688592800	668117619901200	241.541	174.511	62.9454	5	32	2500000000	0	
672120895194200	678130475724800	285.969	199.341	52.3319	8	32	2500000000	0	
682135380662400	688139835774600	277.518	179.82	38.7637	14	32	2500000000	0	
692137019875000	698123356924000	277.68	177.785	36.7779	13	32	2500000000	0	
702118806094600	708118105434400	231.904	169.233	57.5449	3	32	2500000000	0	
712117966418000	718118097029000	232.902	174.991	63.414	9	32	2500000000	0	
722118225248800	728118341237200	214.202	147.689	35.7344	11	32	2500000000	0	
732118351966800	738118129177200	310.489	241.274	111.988	7	32	2500000000	0	
742117986194800	748117568387200	215.994	148.063	36.0463	4	4	2500000000	0	
752117519703000	758117437848000	216.972	149.494	37.5547	5	4	2500000000	0	
762117500979800	768117411630200	234.562	162.577	37.6367	8	4	2500000000	0	
772117417083800	778117360584200	235.313	160.25	35.2937	14	4	2500000000	0	
782117388646000	788117324851000	235.18	159.904	34.9725	13	4	2500000000	0	
792117443176800	798117316489200	215.508	148.69	36.7904	3	4	2500000000	0	
802117375330800	808117268533200	215.671	149.442	37.5682	9	4	2500000000	0	
812117385500800	818117266601200	213.375	145.856	33.9408	11	4	2500000000	0	
822117348077800	828117228914200	224.658	157.52	44.4227	7	4	2500000000	0	
832117328855800	838117190204200	218.197	150.35	38.5149	4	8	2500000000	0	
842117191325800	848117141102200	220.335	153.253	41.4674	5	8	2500000000	0	
852117185628000	858117107139000	239.086	165.103	38.7486	8	8	2500000000	0	
862117162438800	868117084807200	236.464	160.028	35.1695	14	8	2500000000	0	
872117097412800	878117040901200	236.436	159.484	34.6229	13	8	2500000000	0	
882117084614800	888117019487200	218.574	151.83	39.9807	3	8	2500000000	0	
892117056657000	898116992814000	218.062	153.347	41.5338	9	8	2500000000	0	
902117017047800	908116953732200	213.496	146.243	34.3316	11	8	2500000000	0	
912116977923800	918116923434200	243.514	176.143	54.8273	7	8	2500000000	0	
922116944850000	928116898047000	220.609	152.692	40.8537	4	12	2500000000	0	
932116987688800	938116887647200	223.845	157.061	45.2961	5	12	2500000000	0	
942116983788800	948116852775200	250.733	174.399	42.648	8	12	2500000000	0	
952116915798800	958116812463200	249.129	167.164	36.836	14	12	2500000000	0	
962116816547800	968116747844200	249.136	166.401	36.0865	13	12	2500000000	0	
972116780735800	978116734094200	220.264	155.032	43.1884	3	12	2500000000	0	
982116761647800	988116696310200	220.418	157.271	45.4962	9	12	2500000000	0	
992116776528000	998116690119000	213.781	146.649	34.7133	11	12	2500000000	0	
1002116780024800	1008116657771200	255.447	188.004	65.3352	7	12	2500000000	0	
1012116682022800	1018116610271200	223.395	155.235	43.3976	4	16	2500000000	0	
1022116690644800	1028116590057200	228.229	160.974	49.2367	5	16	2500000000	0	
1032116698675800	1038116565706200	255.021	177.103	43.8845	8	16	2500000000	0	
1042116665949800	1048116537570200	250.597	167.126	36.8795	14	16	2500000000	0	
1052116527555800	1058116478982200	250.522	165.98	35.7614	13	16	2500000000	0	
1062116497944000	1068116455623000	222.527	158.242	46.4454	3	16	2500000000	0	
1072116482992800	1078116434203200	222.913	161.199	49.4619	9	16	2500000000	0	
1082116479732800	1088116409601200	213.799	147.061	35.1271	11	16	2500000000	0	
1092116431955000	1098116374358000	267.031	200.074	75.622	7	16	2500000000	0	
1102116385799800	1108116325712200	225.661	157.732	45.9192	4	20	2500000000	0	
1112116352377800	1118116303072200	231.164	164.887	53.1884	5	20	2500000000	0	
1122116323473800	1128116262264200	266.458	186.364	47.8508	8	20	2500000000	0	
1132116303360000	1138116237927000	263.177	174.121	38.5018	14	20	2500000000	0	
1142116253720800	1148116207865200	263.103	172.723	37.131	13	20	2500000000	0	
1152116229666800	1158116173947200	224.591	161.427	49.6426	3	20	2500000000	0	
1162116217355000	1168116160538000	225.087	165.152	53.4534	9	20	2500000000	0	
1172116277513800	1178116161578200	213.826	147.515	35.5759	11	20	2500000000	0	
1182116177787800	1188116101752200	278.718	211.473	85.8415	7	20	2500000000	0	
1192116126555800	1198116059112200	228.746	160.084	48.2854	4	24	2500000000	0	
1202116087348000	1208116033309000	235.466	168.757	57.0948	5	24	2500000000	0	
1212116059560800	1218115996155200	270.723	188.654	48.7967	8	24	2500000000	0	
1222116051566800	1228115972747200	264.594	174.112	38.557	14	24	2500000000	0	
1232116015219000	1238115936604000	264.032	172.483	36.9706	13	24	2500000000	0	
1242115961271800	1248115904310200	226.837	164.651	52.9009	3	24	2500000000	0	
1252115944119800	1258115876370200	227.52	169.054	57.4001	9	24	2500000000	0	
1262115897485800	1268115855482200	214.077	147.933	35.9933	11	24	2500000000	0	
1272115925712000	1278115833645000	288.842	222.148	95.227	7	24	2500000000	0	
1282115846132800	1288115795093200	230.976	162.585	50.8096	4	28	2500000000	0	
1292115851950800	1298115787393200	238.248	172.447	60.8142	5	28	2500000000	0	
1302115826471000	1308115723802000	282.548	197.917	52.7706	8	28	2500000000	0	
1312115730331800	1318115687860200	276.61	181.018	40.1224	14	28	2500000000	0	
1322115759513800	1328115673956200	276.679	179.034	38.1939	13	28	2500000000	0	
1332115710757800	1338115636960200	229.195	167.724	55.9801	3	28	2500000000	0	
1342115666566000	1348115614981000	230.219	172.92	61.2722	9	28	2500000000	0	
1352115668840800	1358115597575200	214.133	148.352	36.3587	11	28	2500000000	0	
1362115728918800	1368115547145200	302.416	233.897	104.905	7	28	2500000000	0	
1372115523447000	1378115436996000	234.331	164.776	52.954	4	32	2500000000	0	
1382115451001800	1388115361370200	242.937	175.959	64.3216	5	32	2500000000	0	
1392115363039800	1398115261600200	286.825	200.226	53.6641	8	32	2500000000	0	
1402115258835800	1408115179182200	277.976	180.825	39.9434	14	32	2500000000	0	
1412115181502000	1418115099875000	277.557	178.702	37.8769	13	32	2500000000	0	
1422115123126800	1428115028779200	231.628	170.784	59.0219	3	32	2500000000	0	
1432115037702800	1438114950381200	232.84	176.801	65.1569	9	32	2500000000	0	
1442115005476800	1448114893165200	214.421	148.853	36.8179	11	32	2500000000	0	
1452114886209000	1458114786102000	317.638	247.648	113.137	7	32	2500000000	0	
1462114796707800	1468114724842200	216.291	148.88	36.7774	4	4	2500000000	0	
1472114750795800	1478114661182200	217.502	150.219	38.1873	5	4	2500000000	0	
1482114823540000	1488114655327000	235.2	163.405	38.2778	8	4	2500000000	0	
1492114698896800	1498114570709200	235.872	161.146	36.0283	14	4	2500000000	0	
1502114708428800	1508114521315200	235.982	160.835	35.7468	13	4	2500000000	0	
1512114561038800	1518114397553200	215.983	149.39	37.4293	3	4	2500000000	0	
1522114425039000	1528114300812000	215.871	150.062	38.1595	9	4	2500000000	0	
1532114411663800	1538114255516200	213.896	146.611	34.666	11	4	2500000000	0	
1542114234555800	1548114162312200	225.639	157.955	44.8509	7	4	2500000000	0	
1552114244337800	1558114112628200	219.265	150.811	38.9387	4	8	2500000000	0	
1562114112128000	1568114041547000	221.475	153.598	41.7681	5	8	2500000000	0	
1572114254138800	1578114042845200	239.205	165.51	39.0744	8	8	2500000000	0	
1582114145852800	1588114026209200	236.029	160.557	35.6425	14	8	2500000000	0	
1592114227809000	1598114020542000	236.162	160.05	35.1245	13	8	2500000000	0	
1602114162499800	1608113838580200	217.977	152.199	40.3494	3	8	2500000000	0	
1612113773639800	1618113695288200	218.28	153.7	41.882	9	8	2500000000	0	
1622113694579800	1628113621106200	213.488	146.792	34.8906	11	8	2500000000	0	
1632113709656000	1638113583299000	243.438	176.167	54.9461	7	8	2500000000	0	
1642113640786800	1648113485977200	220.951	153.011	41.1896	4	12	2500000000	0	
1652113495794800	1658113449147200	224.176	157.215	45.449	5	12	2500000000	0	
1662113508836800	1668113421113200	250.595	174.69	42.8153	8	12	2500000000	0	
1672113611873800	1678113495866200	249.006	167.5	37.0953	14	12	2500000000	0	
1682113700099800	1688113476848200	249.13	166.71	36.3248	13	12	2500000000	0	
1692113613281800	1698113269244200	220.358	155.117	43.3011	3	12	2500000000	0	
1702113200396000	1708113090329000	220.47	157.312	45.5521	9	12	2500000000	0	
1712113113298800	1718113021015200	214.351	146.984	35.0814	11	12	2500000000	0	
1722113067384800	1728113026557200	255.894	187.611	65.1286	7	12	2500000000	0	
1732113068232800	1738112928387200	224.063	155.213	43.407	4	16	2500000000	0	
1742112960089000	1748112903020000	228.465	160.841	49.1152	5	16	2500000000	0	
1752113057131800	1758112915336200	254.157	177.101	43.7892	8	16	2500000000	0	
1762113044331800	1768112950404200	249.688	167.154	36.8547	14	16	2500000000	0	
1772113181716000	1778112946519000	249.765	166.138	35.8688	13	16	2500000000	0	
1782113095824800	1788112744539200	222.457	158.088	46.33	3	16	2500000000	0	
1792112680912800	1798112560819200	222.797	161.027	49.3297	9	16	2500000000	0	
1802112583862800	1808112495287200	213.669	147.276	35.3978	11	16	2500000000	0	
1812112560753000	1818112507596000	266.257	199.171	75.0005	7	16	2500000000	0	
1822112627463800	1828112442924200	225.624	157.539	45.7881	4	20	2500000000	0	
1832112444163800	1838112375442200	231.428	164.4	52.7473	5	20	2500000000	0	
1842112429962000	1848112383753000	266.187	186.192	47.5183	8	20	2500000000	0	
1852112559718800	1858112456785200	262.626	174.114	38.4132	14	20	2500000000	0	
1862112703408800	1868112460423200	262.837	172.787	37.1337	13	20	2500000000	0	
1872112608844800	1878112244215200	224.659	161.063	49.3463	3	20	2500000000	0	
1882112173823000	1888112085776000	225.829	164.686	53.0509	9	20	2500000000	0	
1892112100237800	1898112016390200	214.428	147.495	35.6311	11	20	2500000000	0	
1902112061931800	1908112018644200	278.609	210.071	84.6545	7	20	2500000000	0	
1912112057647800	1918111930156200	228.723	159.636	47.9079	4	24	2500000000	0	
1922111970706000	1928111921827000	234.978	168.05	56.4585	5	24	2500000000	0	
1932111985924800	1938111911797200	269.884	188.595	48.5034	8	24	2500000000	0	
1942112074322800	1948111984217200	263.108	173.914	38.3064	14	24	2500000000	0	
1952112224359000	1958111987260000	263.166	172.245	36.7123	13	24	2500000000	0	
1962112153153800	1968111774184200	226.582	163.94	52.272	3	24	2500000000	0	
1972111717895800	1978111608830200	227.272	168.33	56.7533	9	24	2500000000	0	
1982111629913800	1988111544560200	213.684	147.782	35.9265	11	24	2500000000	0	
1992111601394000	1998111570599000	288.422	221.053	94.3135	7	24	2500000000	0	
2002111818390800	2008111524831200	230.491	161.999	50.2908	4	28	2500000000	0	
2012111500248800	2018111418471200	238.581	171.694	60.1488	5	28	2500000000	0	
2022111490563000	2028111452676000	282.166	197.625	52.1628	8	28	2500000000	0	
2032111649205800	2038111541592200	275.997	180.858	39.8222	14	28	2500000000	0	
2042111800301800	2048111549594200	276.329	178.92	37.9289	13	28	2500000000	0	
2052111710719800	2058111319414200	229.621	166.985	55.3134	3	28	2500000000	0	
2062111253834000	2068111157609000	230.817	172.139	60.5678	9	28	2500000000	0	
2072111193206800	2078111111915200	214.476	148.141	36.2413	11	28	2500000000	0	
2082111157882800	2088111122767200	301.131	231.701	103.685	7	28	2500000000	0	
2092111160964800	2098111035393200	233.506	164.245	52.5092	4	32	2500000000	0	
2102111056843800	2108110997224200	242.341	175.393	63.8404	5	32	2500000000	0	
2112111062681800	2118111029324200	286.101	200.227	53.1974	8	32	2500000000	0	
2122111188061800	2128111102102200	277.069	180.547	39.5134	14	32	2500000000	0	
2132111357650800	2138111132263200	276.895	178.433	37.4593	13	32	2500000000	0	
2142111301600800	2148110918941200	231.446	169.973	58.3026	3	32	2500000000	0	
2152110850382800	2158110743807200	232.342	175.676	64.123	9	32	2500000000	0	
2162110778798800	2168110698419200	214.036	148.506	36.5723	11	32	2500000000	0	
2172110746367000	2178110718500000	311.378	242.158	112.893	7	32	2500000000	0	
2182110796639800	2188110651886200	215.976	148.717	36.7004	4	4	2500000000	0	
2192110671691800	2198110582972200	217.08	150.091	38.1448	5	4	2500000000	0	
2202110618482000	2208110520721000	234.644	163.164	38.2164	8	4	2500000000	0	
2212110548486800	2218110472325200	235.314	160.78	35.8395	14	4	2500000000	0	
2222110511130800	2228110422189200	236.139	160.501	35.5728	13	4	2500000000	0	
2232110457824800	2238110375003200	216.401	149.286	37.3604	3	4	2500000000	0	
2242110414393000	2248110329274000	216.459	150.029	38.1371	9	4	2500000000	0	
2252110370763800	2258110286622200	214.177	146.447	34.5199	11	4	2500000000	0	
2262110330327800	2268110243696200	225.391	158.091	44.9788	7	4	2500000000	0	
2272110286846000	2278110198907000	218.351	150.809	38.9485	4	8	2500000000	0	
2282110243004800	2288110155737200	220.539	153.655	41.8511	5	8	2500000000	0	
2292110198720800	2298110119769200	238.322	165.509	39.1313	8	8	2500000000	0	
2302110151738800	2308110067549200	235.771	160.427	35.5689	14	8	2500000000	0	
2312110104717000	2318110026060000	235.771	159.851	35.0091	13	8	2500000000	0	
2322110062083800	2328109984962200	217.914	152.314	40.4574	3	8	2500000000	0	
2332110024367800	2338109942626200	218.181	153.837	42.0099	9	8	2500000000	0	
2342109983522000	2348109898901000	213.417	146.729	34.8131	11	8	2500000000	0	
2352109943960800	2358109859261200	243.697	176.529	55.2645	7	8	2500000000	0	
2362109901908800	2368109815391200	220.848	153.141	41.2954	4	12	2500000000	0	
2372109858220800	2378109784897200	224.123	157.486	45.7066	5	12	2500000000	0	
2382109833037000	2388109733740000	250.631	174.786	43.029	8	12	2500000000	0	
2392109797639800	2398109701486200	249.693	167.538	37.2187	14	12	2500000000	0	
2402109742135800	2408109665788200	250.049	166.76	36.4495	13	12	2500000000	0	
2412109693732000	2418109603891000	220.99	155.463	43.595	3	12	2500000000	0	
2422109658354800	2428109568777200	221.377	157.673	45.8669	9	12	2500000000	0	
2432109613698800	2438109531471200	214.403	147.051	35.0975	11	12	2500000000	0	
2442109575662800	2448109481945200	255.81	188.28	65.6746	7	12	2500000000	0	
2452109527325000	2458109450402000	223.606	155.444	43.5813	4	16	2500000000	0	
2462109485051800	2468109407894200	227.914	161.201	49.4278	5	16	2500000000	0	
2472109450303800	2478109360930200	254.357	177.265	44.0308	8	16	2500000000	0	
2482109388686000	2488109321027000	249.938	167.139	36.873	14	16	2500000000	0	
2492109350486800	2498109280655200	249.956	166.085	35.8586	13	16	2500000000	0	
2502109310946800	2508109233183200	222.604	158.43	46.5951	3	16	2500000000	0	
2512109281704800	2518109193633200	223.038	161.435	49.6578	9	16	2500000000	0	
2522109232171000	2528109150256000	213.779	147.277	35.3342	11	16	2500000000	0	
2532109194525800	2538109115370200	267.208	200.147	75.7919	7	16	2500000000	0	
2542109158121800	2548109072942200	226.072	157.693	45.8615	4	20	2500000000	0	
2552109110474000	2558109031709000	231.846	164.788	53.054	5	20	2500000000	0	
2562109081126800	2568109007065200	266.583	186.289	47.7507	8	20	2500000000	0	
2572109037666800	2578108953723200	263.837	174.077	38.4184	14	20	2500000000	0	
2582108982242800	2588108910035200	263.93	172.767	37.1642	13	20	2500000000	0	
2592108948851000	2598108870686000	225.672	161.449	49.6415	3	20	2500000000	0	
2602108915305800	2608108837410200	226.211	165.165	53.4321	9	20	2500000000	0	
2612108874937800	2618108797366200	213.744	147.641	35.693	11	20	2500000000	0	
2622108836886000	2628108758607000	278.977	211.527	85.9268	7	20	2500000000	0	
2632108801742800	2638108714409200	228.274	160.044	48.2161	4	24	2500000000	0	
2642108748080800	2648108677589200	235.412	168.733	57.0389	5	24	2500000000	0	
2652108731996800	2658108640541200	270.188	188.648	48.758	8	24	2500000000	0	
2662108660667000	2668108592660000	263.631	173.973	38.4054	14	24	2500000000	0	
2672108625421800	2678108554024200	263.78	172.452	36.9301	13	24	2500000000	0	
2682108585361800	2688108513742200	227.055	164.551	52.7799	3	24	2500000000	0	
2692108564176000	2698108496487000	227.727	169.079	57.4002	9	24	2500000000	0	
2702108541028800	2708108445283200	213.993	148.017	36.0674	11	24	2500000000	0	
2712108482494800	2718108404515200	289.361	222.312	95.3839	7	24	2500000000	0	
2722108451904800	2728108365663200	231.229	162.489	50.6697	4	28	2500000000	0	
2732108404751000	2738108325206000	239.224	172.325	60.6592	5	28	2500000000	0	
2742108373681800	2748108285754200	283.553	197.75	52.5664	8	28	2500000000	0	
2752108313043800	2758108250790200	277.346	180.715	39.7775	14	28	2500000000	0	
2762108277732000	2768108202891000	277.455	178.857	37.9782	13	28	2500000000	0	
2772108229658800	2778108180203200	230.212	167.55	55.7846	3	28	2500000000	0	
2782108228978800	2788108137181200	230.455	172.816	61.1432	9	28	2500000000	0	
2792108174504800	2798108092433200	214.171	148.438	36.4408	11	28	2500000000	0	
2802108137695000	2808108066022000	304.437	235.449	105.11	7	28	2500000000	0	
2812108112037800	2818108019178200	233.86	164.838	52.9889	4	32	2500000000	0	
2822108059251800	2828107985892200	242.953	176.028	64.3734	5	32	2500000000	0	
2832108033624000	2838107941149000	286.6	200.225	53.6179	8	32	2500000000	0	
2842107960658800	2848107896233200	277.441	180.788	39.8734	14	32	2500000000	0	
2852107921546800	2858107870873200	277.715	178.636	37.8032	13	32	2500000000	0	
2862107890494800	2868107832333200	231.9	170.611	58.8324	3	32	2500000000	0	
2872107877817000	2878107795350000	233.189	176.705	65.0369	9	32	2500000000	0	
2882107833785800	2888107751360200	214.421	148.89	36.8542	11	32	2500000000	0	
2892107792957800	2898107736536200	318.413	247.994	113.195	7	32	2500000000	0	
2902107744617800	2908107620984200	216.345	149.034	36.9361	4	4	2500000000	0	
2912107601358800	2918107577823200	218.24	150.351	38.3381	5	4	2500000000	0	
2922109625771600	2928115655542400	235.567	163.527	38.4219	8	4	2500000000	0	
2932116808068400	2938113933775600	236.39	161.3	36.1938	14	4	2500000000	0	
2942113577872000	2948115067561000	236.497	160.983	35.9123	13	4	2500000000	0	
2952113985640200	2958109059988800	216.1	149.571	37.6154	3	4	2500000000	0	
2962107494323800	2968107623050200	215.941	150.265	38.3515	9	4	2500000000	0	
2972108368078200	2978110385995800	213.693	146.784	34.8444	11	4	2500000000	0	
2982111181695800	2988111452118200	224.567	158.042	44.9859	7	4	2500000000	0	
2992110732257600	2998108115773400	218.484	150.9	39.0369	4	8	2500000000	0	
3002107271466800	3008107232931200	220.617	153.711	41.8951	5	8	2500000000	0	
3012110496338200	3018120220184800	238.272	165.654	39.2626	8	8	2500000000	0	
3022124895792400	3028128573208600	236.041	160.809	35.915	14	8	2500000000	0	
3032126669107600	3038116605348400	236.053	160.265	35.373	13	8	2500000000	0	
3042112241082400	3048108917593600	217.934	152.397	40.5606	3	8	2500000000	0	
3052107729728800	3058107399803200	218.214	153.795	42.0139	9	8	2500000000	0	
3062107361672800	3068107481237200	213.687	146.957	35.0687	11	8	2500000000	0	
3072109015455400	3078113410135600	243.136	176.271	55.1253	7	8	2500000000	0	
3082113335379400	3088108516510600	221.544	153.138	41.3254	4	12	2500000000	0	
3092106933927800	3098106890808200	224.625	157.339	45.5865	5	12	2500000000	0	
3102110969485400	3108123151736600	250.96	174.835	42.9901	8	12	2500000000	0	
3112128706460400	3118132564470600	249.918	167.718	37.3465	14	12	2500000000	0	
3122130496467400	3128119707817600	249.478	166.899	36.5429	13	12	2500000000	0	
3132114438997200	3138109138525800	220.133	155.379	43.5748	3	12	2500000000	0	
3142107337749000	3148107146580000	220.57	157.595	45.8445	9	12	2500000000	0	
3152107570138000	3158108937181000	213.737	147.219	35.3313	11	12	2500000000	0	
3162109953139000	3168111537310000	254.595	187.669	65.3605	7	12	2500000000	0	
3172111017435400	3178107687640600	223.177	155.473	43.68	4	16	2500000000	0	
3182106603846000	3188106570027000	227.293	161.024	49.3183	5	16	2500000000	0	
3192109678520000	3198118890278000	254.122	177.417	44.0612	8	16	2500000000	0	
3202123989513600	3208129538372400	249.786	167.449	37.1509	14	16	2500000000	0	
3212128306489600	3218118319962400	249.787	166.401	36.1196	13	16	2500000000	0	
3222113390474200	3228108325916800	222.151	158.305	46.5567	3	16	2500000000	0	
3232106660429800	3238106607536200	222.68	161.247	49.5593	9	16	2500000000	0	
3242106973194000	3248107992831000	213.638	147.464	35.5849	11	16	2500000000	0	
3252108910551000	3258110545524000	266.607	199.316	75.1696	7	16	2500000000	0	
3262110173073600	3268107230639400	226.259	157.661	45.9067	4	20	2500000000	0	
3272106280092800	3278106242847200	231.726	164.57	52.9179	5	20	2500000000	0	
3282106900379000	3288108506540000	266.686	186.369	47.6811	8	20	2500000000	0	
3292111760217800	3298119496947200	263.309	174.312	38.5975	14	20	2500000000	0	
3302120179285000	3308113759669000	262.947	172.957	37.2876	13	20	2500000000	0	
3312110681977400	3318107530448600	224.344	161.188	49.4594	3	20	2500000000	0	
3322106498384000	3328106452319000	224.912	164.787	53.1435	9	20	2500000000	0	
3332107141465000	3338109154708000	213.777	147.618	35.7532	11	20	2500000000	0	
3342110278748000	3348111480545000	277.182	210.101	84.7776	7	20	2500000000	0	
3352110744282400	3358107128857600	227.816	159.744	48.0005	4	24	2500000000	0	
3362105957191000	3368105915806000	234.436	168.04	56.4373	5	24	2500000000	0	
3372107039054200	3378110264543800	269.669	188.807	48.6364	8	24	2500000000	0	
3382115364675400	3388126970230600	263.26	174.008	38.3641	14	24	2500000000	0	
3392126996728200	3398114735785800	263.382	172.347	36.7568	13	24	2500000000	0	
3402109930304400	3408107017719600	226.475	164.13	52.4382	3	24	2500000000	0	
3412106133444800	3418106267145200	227.137	168.535	56.9386	9	24	2500000000	0	
3422106788629000	3428108124250000	214.156	147.938	36.0725	11	24	2500000000	0	
3432108661630800	3438108811879200	288.567	221.019	94.3147	7	24	2500000000	0	
3442108169880600	3448105886816400	231.192	162.089	50.369	4	28	2500000000	0	
3452105135113800	3458105023840200	238.679	171.729	60.1488	5	28	2500000000	0	
3462108076725000	3468116917953000	282.54	197.888	52.3986	8	28	2500000000	0	
3472121569528400	3478126134956600	276.177	181.087	40.0364	14	28	2500000000	0	
3482123703871400	3488111130437600	276.439	179.131	38.1319	13	28	2500000000	0	
3492106678633600	3498105228525400	228.79	167.162	55.4816	3	28	2500000000	0	
3502104750714800	3508104648681200	229.63	172.177	60.6006	9	28	2500000000	0	
3512104889419000	3518105610586000	213.802	148.183	36.2771	11	28	2500000000	0	
3522106143358000	3528106908787000	299.633	231.754	103.74	7	28	2500000000	0	
3532106546852600	3538104485890400	233.071	164.414	52.6734	4	32	2500000000	0	
3542103810275800	3548103688574200	241.488	175.47	63.9097	5	32	2500000000	0	
3552106382819000	3558114438755000	285.681	200.26	53.2715	8	32	2500000000	0	
3562115022767000	3568108171457000	276.827	180.8	39.779	14	32	2500000000	0	
3572108663934800	3578116322448200	276.857	178.575	37.6244	13	32	2500000000	0	
3582115895453600	3588106708006400	231.279	170.067	58.3917	3	32	2500000000	0	
3592103653651000	3598103566582000	232.085	175.874	64.308	9	32	2500000000	0	
3602103656535800	3608103906936200	214.927	148.566	36.6249	11	32	2500000000	0	
3612104220616000	3618104794615000	311.536	242.193	112.944	7	32	2500000000	0	
3622104587048600	3628103102680400	236.43	166.82	55.0486	4	36	2500000000	0	
3632102622679800	3638102522566200	246.159	179.238	67.6633	5	36	2500000000	0	
