# Bench 2200000 1243.79
# Bench 2500000 1094.48
# targetLowbound : 1242 ; targetHighbound : 1245
# targetQ1 : 1225 ; targetQ3 : 1250
# startLowbound : 1094 ; startHighbound : 1095
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
time-long	abs. time	time-short
2680325	0	2660250
1011025	24976575	1006975
2866625	42477075	2863275
2619925	62477850	2616775
0	62477850	0
0	62477850	0
0	62477850	0
0	62477850	0
0	62477850	0
1659850	196939775	1656825
2414350	212481675	2411325
1334975	237487175	1331700
0	237487175	0
1062625	274994700	1059575
2677250	302481775	2672975
0	302481775	0
0	302481775	0
1310175	352479525	1307100
0	352479525	0
0	352479525	0
0	352479525	0
3170400	437481975	3167400
0	437481975	0
984875	474983800	981875
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
0	474983800	0
2369800	656938075	2366800
0	656938075	0
0	656938075	0
3098775	692484425	3095800
2300700	717488825	2297700
0	717488825	0
1148200	757486175	1145175
1641550	784984450	1638500
1704650	809984925	1701650
0	809984925	0
0	809984925	0
0	809984925	0
0	809984925	0
0	809984925	0
2066650	882484175	2063650
0	882484175	0
1610850	912485750	1607850
0	912485750	0
2001225	964423400	1998075
0	964423400	0
0	964423400	0
0	964423400	0
0	964423400	0
0	964423400	0
2392925	1072489750	2389925
0	1072489750	0
2106300	1119990475	2102175
0	1119990475	0
0	1119990475	0
0	1119990475	0
0	1119990475	0
0	1119990475	0
0	1119990475	0
1761925	1267490575	1757575
1789700	1287490775	1786650
2149550	1315000600	2146500
1174050	1339452500	1171000
3237975	1352503800	3234975
0	1352503800	0
0	1352503800	0
0	1352503800	0
2928075	1412503700	2924525
0	1412503700	0
0	1412503700	0
0	1412503700	0
0	1412503700	0
0	1412503700	0
0	1412503700	0
0	1412503700	0
0	1412503700	0
2516175	1526963925	2513175
3074775	1539992525	3071775
0	1539992525	0
0	1539992525	0
0	1539992525	0
2124300	1607494200	2120475
0	1607494200	0
0	1607494200	0
0	1607494200	0
0	1607494200	0
0	1607494200	0
2398900	1697496100	2395900
0	1697496100	0
0	1697496100	0
1212050	1739996550	1209000
0	1739996550	0
0	1739996550	0
3411150	1777495500	3408125
0	1777495500	0
3072025	1817498800	3068825
0	1817498800	0
1744750	1857496350	1741750
1611175	1879995250	1608175
0	1879995250	0
0	1879995250	0
2168350	1917502250	2165675
0	1917502250	0
0	1917502250	0
1392100	1957500875	1389125
0	1957500875	0
0	1957500875	0
0	1957500875	0
0	1957500875	0
0	1957500875	0
0	1957500875	0
0	1957500875	0
2015750	2122506450	2012725
0	2122506450	0
0	2122506450	0
0	2122506450	0
813225	2176938650	810150
2139325	2205002225	2135800
1439250	2217502100	1436275
0	2217502100	0
2190775	2246938575	2187800
0	2246938575	0
0	2246938575	0
2265025	2307500000	2262050
2724750	2322499725	2721750
2755725	2352500625	2752700
0	2352500625	0
1590300	2381960125	1587350
2679825	2392519525	2676850
0	2392519525	0
0	2392519525	0
0	2392519525	0
0	2392519525	0
0	2392519525	0
1105650	2527504850	1102650
0	2527504850	0
1850575	2557507250	1847400
0	2557507250	0
0	2557507250	0
0	2557507250	0
3427800	2637504225	3424350
0	2637504225	0
2584000	2670317775	2580525
1998625	2675007425	1995875
1357125	2682505875	1354125
3343625	2705004800	3340600
3338150	2722504250	3335175
2688750	2745022225	2685750
1926825	2772505200	1923575
3320100	2802518425	3317100
0	2802518425	0
2134925	2827508100	2131950
2759750	2855007875	2756750
0	2855007875	0
1705200	2891950675	1702175
0	2891950675	0
2586700	2931999525	2583650
2462450	2959455150	2459450
0	2959455150	0
0	2959455150	0
2751500	3007506550	2748500
0	3007506550	0
0	3007506550	0
2754450	3072509300	2751400
0	3072509300	0
0	3072509300	0
0	3072509300	0
2834900	3156549500	2831900
0	3156549500	0
0	3156549500	0
2364725	3207524100	2362025
0	3207524100	0
0	3207524100	0
2409825	3252511575	2406850
1947650	3275009300	1944650
2460300	3292511850	2457100
0	3292511850	0
0	3292511850	0
1634200	3330013175	1631500
0	3330013175	0
0	3330013175	0
0	3330013175	0
0	3330013175	0
1596975	3415013175	1594000
0	3415013175	0
0	3415013175	0
1035950	3470011925	1032975
1693625	3482004575	1690675
1540000	3510015825	1536900
0	3510015825	0
3359125	3550012325	3356125
2429125	3565017225	2426125
2127950	3571971025	2123700
0	3571971025	0
1023375	3590013975	1020375
0	3590013975	0
0	3590013975	0
0	3590013975	0
0	3590013975	0
538950	3671991725	536000
0	3671991725	0
0	3671991725	0
0	3671991725	0
0	3671991725	0
0	3671991725	0
3041750	3775029150	3038725
2129800	3785014675	2126825
0	3785014675	0
0	3785014675	0
0	3785014675	0
1194025	3849473650	1191025
0	3849473650	0
1475850	3887515325	1472850
0	3887515325	0
0	3887515325	0
0	3887515325	0
0	3887515325	0
0	3887515325	0
0	3887515325	0
1515475	4025029475	1512500
0	4025029475	0
0	4025029475	0
1022400	4071983750	1019425
1930075	4080033950	1927325
0	4080033950	0
0	4080033950	0
1001425	4115020125	998425
0	4115020125	0
1381125	4160022200	1378100
2763700	4190021175	2760300
3449375	4212528150	3446300
0	4212528150	0
0	4212528150	0
1101100	4272519275	1098100
2548850	4291991975	2545875
0	4291991975	0
0	4291991975	0
1390150	4359455450	1387125
0	4359455450	0
0	4359455450	0
0	4359455450	0
0	4359455450	0
0	4359455450	0
0	4359455450	0
0	4359455450	0
1886675	4495036525	1883950
1345850	4507523225	1342875
0	4507523225	0
0	4507523225	0
2022275	4562524450	2019250
1227225	4584471800	1224225
2314300	4612528800	2311325
2646825	4642523700	2643875
3171650	4652528450	3168675
0	4652528450	0
0	4652528450	0
2166475	4701973150	2163450
1547225	4715026300	1544175
2509600	4721963650	2506600
1194775	4730028800	1191800
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
0	4730028800	0
1472300	4897525750	1469325
0	4897525750	0
1098425	4932524225	1095425
0	4932524225	0
0	4932524225	0
0	4932524225	0
2439300	5025029775	2436300
3151550	5042529525	3143825
0	5042529525	0
0	5042529525	0
0	5042529525	0
0	5042529525	0
2086600	5155039200	2083600
3246575	5185029075	3243575
2642575	5212544925	2639575
2644375	5222531725	2641375
0	5222531725	0
0	5222531725	0
2598400	5295030400	2595400
1508050	5314525075	1505025
2763350	5322530350	2760150
0	5322530350	0
1025050	5340032025	1022075
0	5340032025	0
0	5340032025	0
2189750	5397531500	2186775
1733100	5425049750	1730000
2667250	5440033825	2664275
0	5440033825	0
516950	5472008425	512100
0	5472008425	0
0	5472008425	0
3111225	5527542450	3108225
2831175	5549497400	2828200
0	5549497400	0
2332850	5585043900	2329850
1791125	5602547050	1788025
1306225	5630034625	1303150
0	5630034625	0
0	5630034625	0
2787900	5670033725	2785175
0	5670033725	0
0	5670033725	0
1560750	5732533750	1556525
1835025	5737535500	1832300
0	5737535500	0
0	5737535500	0
1608800	5800046575	1605825
0	5800046575	0
1147600	5844520275	1144400
1775950	5852538550	1772950
0	5852538550	0
0	5852538550	0
0	5852538550	0
2454250	5924489125	2451275
1426900	5945036750	1423925
0	5945036750	0
2671325	5962011100	2668350
0	5962011100	0
1725925	6010040500	1722950
0	6010040500	0
0	6010040500	0
1550475	6085039800	1547425
2068375	6102545175	2065375
1414250	6127540900	1411225
0	6127540900	0
0	6127540900	0
2642800	6185039250	2639825
0	6185039250	0
1094675	6209488550	1090900
3193850	6220040225	3191125
0	6220040225	0
2278575	6265042300	2275575
0	6265042300	0
1933500	6290047125	1930525
0	6290047125	0
0	6290047125	0
1495000	6340040925	1492050
574425	6344482850	571700
0	6344482850	0
0	6344482850	0
1909650	6385057875	1906525
0	6385057875	0
3358800	6435041925	3355825
3272900	6445055925	3269950
0	6445055925	0
0	6445055925	0
0	6445055925	0
3318575	6535043850	3315550
0	6535043850	0
0	6535043850	0
0	6535043850	0
1561350	6605043875	1558350
870250	6629502700	867225
0	6629502700	0
1671500	6652543825	1668525
