# Bench 2500000 1096.42
# Bench 2200000 1243.18
# targetLowbound : 1093 ; targetHighbound : 1100
# targetQ1 : 1100 ; targetQ3 : 1100
# startLowbound : 1242 ; startHighbound : 1244
# Confidence intervals do not overlap, alternatives are statistically different with selected confidence level
time-long	abs. time	time-short
0	4502548725	0
1351550	4567527425	1348600
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
0	4567527425	0
1832475	4697530000	1829225
0	4697530000	0
1367000	4730036675	1364075
2732625	4735032450	2728950
0	4735032450	0
0	4735032450	0
1519775	4782536650	1516500
0	4782536650	0
0	4782536650	0
0	4782536650	0
0	4782536650	0
0	4782536650	0
1097525	4907533625	1094275
970425	4932538800	966025
0	4932538800	0
0	4932538800	0
0	4932538800	0
0	4932538800	0
1170350	5045030450	1167100
0	5045030450	0
0	5045030450	0
0	5045030450	0
0	5045030450	0
0	5045030450	0
2453750	5170050500	2448750
0	5170050500	0
2256100	5190040300	2252875
0	5190040300	0
0	5190040300	0
0	5190040300	0
2675400	5252561575	2671875
0	5252561575	0
0	5252561575	0
0	5252561575	0
1502700	5325050900	1499475
0	5325050900	0
0	5325050900	0
0	5325050900	0
0	5325050900	0
0	5325050900	0
2769225	5430054275	2766225
0	5430054275	0
1719750	5475036950	1716450
0	5475036950	0
3264275	5505041350	3260575
0	5505041350	0
0	5505041350	0
0	5505041350	0
0	5505041350	0
2306425	5580052875	2303450
1111750	5602535600	1108500
0	5602535600	0
0	5602535600	0
1094725	5662543125	1091425
1321050	5685036875	1317775
0	5685036875	0
0	5685036875	0
0	5685036875	0
0	5685036875	0
0	5685036875	0
1882700	5777550400	1879125
2527850	5787565450	2524625
0	5787565450	0
0	5787565450	0
0	5787565450	0
0	5787565450	0
0	5787565450	0
0	5787565450	0
0	5787565450	0
0	5787565450	0
1411775	5967560625	1408550
0	5967560625	0
2453375	6002552075	2450150
0	6002552075	0
2059025	6027540025	2055825
0	6027540025	0
0	6027540025	0
0	6027540025	0
2644725	6090040350	2641725
2377550	6107542975	2374275
0	6107542975	0
0	6107542975	0
1965575	6157563150	1962350
1028725	6162548800	1025450
2306925	6175059500	2303700
0	6175059500	0
0	6175059500	0
0	6175059500	0
1080800	6250047800	1077525
0	6250047800	0
0	6250047800	0
0	6250047800	0
0	6250047800	0
0	6250047800	0
2471275	6347550150	2468325
2777500	6365043700	2774175
3186200	6395049800	3182875
0	6395049800	0
0	6395049800	0
0	6395049800	0
1853400	6457548950	1850200
0	6457548950	0
1742325	6510047550	1739100
1239500	6520057225	1236300
1320175	6540047700	1316850
0	6540047700	0
0	6540047700	0
0	6540047700	0
0	6540047700	0
0	6540047700	0
0	6540047700	0
0	6540047700	0
1564925	6650059200	1561975
2527675	6667559375	2524450
1681700	6687553200	1678425
0	6687553200	0
1853475	6740052125	1850225
0	6740052125	0
0	6740052125	0
0	6740052125	0
0	6740052125	0
2372700	6822548350	2369375
0	6822548350	0
2703075	6857548475	2699800
0	6857548475	0
2761875	6880059600	2758900
1415250	6890047925	1412275
2790575	6900048175	2787575
0	6900048175	0
0	6900048175	0
1562500	6930049875	1559525
0	6930049875	0
0	6930049875	0
0	6930049875	0
0	6930049875	0
0	6930049875	0
0	6930049875	0
2940650	7015052475	2937400
2690600	7040064750	2687250
0	7040064750	0
0	7040064750	0
0	7040064750	0
0	7040064750	0
0	7040064750	0
0	7040064750	0
0	7040064750	0
0	7040064750	0
2311850	7195055000	2308100
0	7195055000	0
0	7195055000	0
0	7195055000	0
0	7195055000	0
3317075	7282552100	3313325
0	7282552100	0
1299075	7317556350	1295800
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
0	7317556350	0
2737425	7482586100	2734150
2127225	7495055825	2123975
1870575	7520066500	1867350
0	7520066500	0
0	7520066500	0
0	7520066500	0
0	7520066500	0
3147750	7587560725	3144500
2830425	7612573250	2827125
0	7612573250	0
0	7612573250	0
0	7612573250	0
2541925	7680061825	2538650
0	7680061825	0
1972750	7727569850	1969400
0	7727569850	0
0	7727569850	0
0	7727569850	0
1862575	7777566775	1859325
0	7777566775	0
0	7777566775	0
1567750	7830059050	1564800
0	7830059050	0
0	7830059050	0
2882500	7880063450	2879250
0	7880063450	0
2509950	7912558275	2506700
0	7912558275	0
0	7912558275	0
1639600	7970060000	1636375
0	7970060000	0
1329525	7992574750	1326300
0	7992574750	0
0	7992574750	0
0	7992574750	0
0	7992574750	0
3091825	8062561575	3088550
0	8062561575	0
0	8062561575	0
0	8062561575	0
2643475	8162590125	2640200
0	8162590125	0
0	8162590125	0
3171525	8240062650	3168250
0	8240062650	0
0	8240062650	0
